# Generated by refresh-data.py on 2026-07-06. Do not edit by hand
# (hand corrections belong in institutional-overrides.json).
# domain,type where type is government|education|healthcare|utility.
# Sources: Wikidata P856 (CC0), Annuaire de l'administration (Licence
# Ouverte v2), GSA/govt-urls (US public domain).
agssursevilla.org,healthcare
agternois.fr,government
aguaazuldonorte.pa.gov.br,government
aguaboa.mg.gov.br,government
aguaboa.mt.gov.br,government
aguabranca.al.gov.br,government
aguabranca.pi.gov.br,government
aguachica-cesar.gov.co,government
aguaclara.ms.gov.br,government
aguacomprida.mg.gov.br,government
aguada-santander.gov.co,government
aguadapuertorico.com,government
aguadas-caldas.gov.co,government
aguadedios-cundinamarca.gov.co,government
aguadilla.city,government
aguadoce.sc.gov.br,government
aguadulce.es,government
aguadulce.gob.mx,government
aguafria.ba.gov.br,government
aguai.sp.gov.br,government
aguanil.mg.gov.br,government
aguanish.org,government
aguapreta.pe.gov.br,government
aguaprieta.gob.mx,government
aguarda.es,government
aguasantars.com.br,government
aguasbelas.pe.gov.br,government
aguascalientes.gob.mx,healthcare
aguascandidas.es,government
aguasdaprata.sp.gov.br,government
aguasdechapeco.sc.gov.br,government
aguasdelindoia.sp.gov.br,government
aguasdesantabarbara.sp.gov.br,government
aguasdesaopedro.sp.gov.br,government
aguasformosas.mg.gov.br,government
aguasfrias.sc.gov.br,government
aguaslindasdegoias.go.gov.br,government
aguasmornas.sc.gov.br,government
aguassantafesinas.com.ar,utility
aguasvermelhas.mg.gov.br,government
aguaton.com,government
aguazul-casanare.gov.co,government
agudo.rs.gov.br,government
agudocr.com,government
agudojoven.es,government
agudos.sp.gov.br,government
aguessac.fr,government
aguiabranca.es.gov.br,government
aguiar.pb.gov.br,government
aguilafuente.es,government
aguilar-inestrillas.org,government
aguilar-pangasinan.gov.ph,government
aguilardebureba.es,government
aguilardecampoo.es,government
aguilardecampos.ayuntamientosdevalladolid.es,government
aguilardelafrontera.es,government
aguilardelalfambra.es,government
aguilardesegarra.cat,government
aguilcourt.com,government
aguimes.es,government
aguinaldo.gov.ph,government
agullana.cat,government
agullent.es,government
agurain.com,government
agustincodazzi-cesar.gov.co,government
agyagosszergeny.hu,government
ah.com.sg,healthcare
aham.fr,government
ahbakersfield.org,healthcare
ahbretagne.com,healthcare
ahdubai.com,healthcare
ahepahosp.gr,healthcare
ahetyy.com,healthcare
ahetze.fr,government
ahfa.com,government
ahfc.us,government
ahhfsy.cn,healthcare
ahi.com.cy,healthcare
ahigal.es,government
ahillones.es,government
ahja.ee,government
ahlden.de,government
ahlen.de,government
ahlerstedt.de,government
ahli.org,healthcare
ahlihospital.com,healthcare
ahlzmc.com,healthcare
ahmc.netguide.co.il,healthcare
ahmchealth.com,healthcare
ahn.org,healthcare
ahnatal.de,government
ahneby.de,government
ahnj.com,government
ahnsbeck.de,government
ahnsen-schaumburg.de,government
aholfing.de,government
aholming.de,government
ahome.gob.mx,government
ahorn.at,government
ahorn.de,government
ahorntal.de,government
ahoskie-nc.org,government
ahp.chambagri.fr,government
ahp.si,healthcare
ahrensboek.de,government
ahrensburg.de,government
ahrensfelde.de,government
ahrenshoeft.de,government
ahrenvioel.de,government
ahrenvioelfeld.de,government
ahrqadmin.org,government
ahrqdev.org,government
ahrqstg.org,government
ahs.ax,healthcare
ahs.health.wa.gov.au,healthcare
ahsc.health.nb.ca,healthcare
ahslyy.com.cn,healthcare
ahspecialisthospital.com,healthcare
ahsz.gov.cn,government
ahtari.fi,government
ahtwp.ca,government
ahuacatlan.puebla.gob.mx,government
ahualulcodemercado.gob.mx,government
ahuehuetitla.gob.mx,government
ahuille.mairie53.fr,government
ahumada.gob.mx,government
ahun.fr,government
ahus.no,healthcare
ahuy.fr,government
ahvenistonsairaala.fi,healthcare
aia.eus,government
aiarakoudala.com,government
aibar.org,government
aich.at,government
aichach.de,government
aichavormwald.de,government
aichelberg.de,government
aichhalden.de,government
aichkirchen.at,government
aichstetten.de,government
aichtal.de,government
aiciritscamousuhast.fr,government
aidants44.fr,government
aidea.org,government
aideauxvictimes-avre76.fr,government
aideauxvictimes-saint-nazaire.org,government
aidenbach.de,government
aidlingen.de,government
aieg.be,utility
aielodemalferit.es,government
aieloderugat.es,government
aigaleo.gr,government
aigaliers.net,government
aigen-schlaegl.at,government
aigen.at,government
aigialeia.eu,government
aiglemont.fr,government
aiglsbach.de,government
aiglun06.fr,government
aignan.org,government
aignay-le-duc.com,government
aigne.fr,government
aignes.fr,government
aigneville.fr,government
aigny.fr,government
aigondigne.fr,government
aigre-charente.com,government
aigre.fr,government
aigrefeuille.fr,government
aigrefeuillesurmaine.com,government
aigremont-gard.fr,government
aiguafreda.cat,government
aiguaivaviva.com,government
aiguamurcia.cat,government
aiguaviva.cat,government
aigueblanche.fr,government
aiguefonde.com,government
aiguefonde.fr,government
aigueperse.fr,government
aigues-vives.fr,government
aigues-vives09.fr,government
aigues.es,government
aiguesvives-herault.fr,government
aigueze.fr,government
aiguilhe.fr,government
aiguines.com,government
aigurande.fr,government
aih-net.com,healthcare
aiiku.net,healthcare
aiims.edu,healthcare
aiimsguwahati.ac.in,healthcare
aiimskalyani.edu.in,healthcare
aiimsmadurai.edu.in,healthcare
aiimsnagpur.edu.in,healthcare
aiimsrbl.edu.in,healthcare
aijam.com,government
aikencountysc.gov,government
aikenregional.com,healthcare
ailhon.fr,government
ailladearousa.es,government
aillant-sur-tholon.com,government
aillantsurmilleron.fr,government
aillas.fr,government
aillevillers-et-lyaumont.eu,government
aillonlejeune.fr,government
aillonlevieux.fr,government
ailly-le-haut-clocher.com,government
ailly27.fr,government
aillysurnoye.fr,government
aimargues.fr,government
aimores.mg.gov.br,government
aimsindia.com,healthcare
ain-cerdon.fr,government
ain-profession-sport.fr,government
ain-rhone.msa.fr,government
ain.cci.fr,government
ain.chambres-agriculture.fr,government
ain.fr,government
ain.gouv.fr,government
ainabmunicipality.gov.lb,government
ainay-le-chateau.fr,government
aincourt.fr,government
aindling.de,government
ainet.gv.at,government
aingeray.mairie54.fr,government
ainhoa.fr,government
ainring.de,government
ainsasobrarbe.com,government
ainzon.com,government
aioiyama.or.jp,healthcare
aipe-huila.gov.co,government
aiquara.ba.gov.br,government
air-e.com,utility
airaines.fr,government
airdefenseartillery.com,government
airdrie.ca,government
aire-sur-adour.fr,government
airedale-trust.nhs.uk,healthcare
airforce.com,government
airmont.org,government
aironnotredame.com,government
airportwomenshospital.com,healthcare
airspacemag.com,government
airvault.fr,government
ais35.fr,government
aiseau-presles.be,government
aisei-byouin.or.jp,healthcare
aiseikai-cl.com,healthcare
aiseikai-hp.or.jp,healthcare
aiseikaihp.or.jp,healthcare
aiselukharkamun.gov.np,government
aishinmemorial-hp.or.jp,healthcare
aislingen.de,government
aisne.com,government
aisne.fr,government
aisne.franceolympique.com,government
aisne.gouv.fr,government
aissey.org,government
aistersheim.at,government
aiterhofen.de,government
aitern.de,government
aiton.fr,government
aitona.cat,government
aitos.org,government
aitrach.de,government
aitrang.de,government
aiud.ro,government
aix-noulette.fr,government
aix19.fr,government
aixenpevele.fr,government
aixenprovence.fr,government
aixlesbains.fr,government
aiyoukai-mikawahp.com,healthcare
aizac.fr,government
aizarnazabal.net,government
aizawahospital.jp,healthcare
aizenay.fr,government
aizier.fr,government
aizkraukle.lv,government
aizpute.lv,government
aj-escastell.org,government
aj-esmercadal.org,government
ajaccio.corsica,government
ajaccio.fr,government
ajain.fr,government
ajak.hu,government
ajalaro.net,government
ajalgaida.net,government
ajangiz.net,government
ajar.fr,government
ajariany.net,government
ajat.fr,government
ajax.ca,government
ajb.org,government
ajbanyalbufar.net,government
ajbenissa.es,government
ajberga.cat,government
ajbinissalem.net,government
ajbuger.net,government
ajbunyola.net,government
ajcampanet.net,government
ajcampos.net,government
ajcapdepera.net,government
ajcastellardenhug.cat,government
ajcity.net,government
ajciutadella.org,government
ajconsell.net,government
ajcostitx.net,government
ajdeia.net,government
ajdovscina.si,government
ajescorca.net,government
ajestellencs.net,government
ajfelanitx.net,government
ajferreries.org,government
ajfontanilles.cat,government
ajfornalutx.net,government
ajger.cat,government
ajhortons.cat,government
ajka.hu,government
ajllavaneres.cat,government
ajlloretdevistalegre.net,government
ajlloseta.net,government
ajllubi.net,government
ajmalgrat.cat,government
ajmancordelavall.net,government
ajmao.org,government
ajmariadelasalut.net,government
ajmigjorngran.org,government
ajmontuiri.net,government
ajmuro.net,government
ajoux.fr,government
ajpetra.net,government
ajpollenca.net,government
ajpuigpunyent.net,government
ajqueralbs.cat,government
ajriberaondara.net,government
ajribesdefreser.cat,government
ajsantaeugenia.net,government
ajsantamargalida.net,government
ajsantamariadelcami.org,government
ajsantanyi.net,government
ajsantjoan.net,government
ajsantlluis.org,government
ajsantquirze.cat,government
ajselva.net,government
ajsencelles.net,government
ajsessalines.net,government
ajsh.ae,healthcare
ajsineu.net,government
ajsoller.net,government
ajsolsona.cat,government
ajtorello.cat,government
ajumiramar.org,government
ajuntament-lladorre.tavascan.net,government
ajuntamentabrera.cat,government
ajuntamentalfarras.cat,government
ajuntamentanna.es,government
ajuntamentbenissano.es,government
ajuntamentdain.es,government
ajuntamentdebenicarlo.org,government
ajuntamentdelamata.es,government
ajuntamentdelinyola.cat,government
ajuntamentdelspallaresos.cat,government
ajuntamentdereal.es,government
ajuntamentderiudarenes.cat,government
ajuntamentdetremp.cat,government
ajuntamentdevilafranca.es,government
ajuntamentdevilaller.cat,government
ajuntamentdherbers.es,government
ajuntamentfarrera.cat,government
ajuricaba.rs.gov.br,government
ajuy.gov.ph,government
ajv27.com,government
ajvalldemossa.net,government
ajvilafrancadebonany.net,government
ak-prepared.com,government
akaa.fi,government
akabira-hospital.jp,healthcare
akademichesky.mos.ru,government
akademiska.se,healthcare
akaerospace.com,government
akaigawa.com,government
akakozseg.hu,government
akamura.net,government
akanthou.org.cy,government
akapnou.com,government
akashi-shiminhosp.jp,healthcare
akaszto.hu,government
akatumnuay.go.th,government
akeah.gov.tr,healthcare
akeleymn.com,government
aken.de,government
akenergyauthority.org,government
akersykehus.no,healthcare
akh-celle.de,healthcare
akhandjyoti.com,healthcare
akhisar.bel.tr,government
akhisar.gov.tr,government
akhwien.at,healthcare
akimovskoe-krym.ru,government
akiota.jp,government
akita-city-hospital.jp,healthcare
akita-med.jrc.or.jp,healthcare
akita-noken.jp,healthcare
akita-rehacen.jp,healthcare
akitah.johas.go.jp,healthcare
akitahp.jp,healthcare
akitakata.jp,government
akkelpurmunicipality.gov.bd,government
akkeshi-town.jp,government
aklavik.ca,government
akliinik.ee,healthcare
akmene.lt,government
akmweb.in,government
akoltco.org,government
akpb.org,government
akranes.is,government
akron-pa.com,government
akronchildrens.org,healthcare
akronia.org,government
akronindiana.com,government
akrotiri.org.cy,government
akrr.com,government
aksaenerji.com.tr,utility
aksakovo.bg,government
aksaray.bel.tr,government
akseno-butyrki.ru,government
aksu-bld.gov.tr,government
akth.info,healthcare
aktiovonitsa.gov.gr,government
akureyri.is,government
akyazi.gov.tr,government
akzxyy.com,healthcare
al-bireh.org,government
al-mazraa.com,government
al.spitaliamerikan.com,healthcare
alabama.travel,government
alabamacounterdrug.com,government
alabamafilm.org,government
alabamagis.com,government
alabamapower.com,utility
alabat.gov.ph,government
alabel-sarangani.gov.ph,government
alachuacounty.us,government
alacon.es,government
alacska.hu,government
alagoa.mg.gov.br,government
alagoagrande.pb.gov.br,government
alagoinha.pe.gov.br,government
alagoinhas.ba.gov.br,government
alagon.es,government
alagondelrio.es,government
alaharma.fi,government
alaincourt-aisne.fr,government
alainduchesne.hautetfort.com,government
alaior.org,government
alajar.es,government
alajarvi.fi,government
alalinc.net,government
alamada-cotabatoprov.gov.ph,government
alamalhospital.com,healthcare
alamancecountync.gov,government
alambari.sp.gov.br,government
alambra.org.cy,government
alamdangapourashava.org,government
alameda-hc.com,healthcare
alameda.es,government
alamedaca.gov,government
alamedadelvalle.es,government
alamedahealthsystem.org,healthcare
alamedahospital.org,healthcare
alamedahsg.org,government
alamedilla.es,government
alamillo.org,government
alaminos.org,government
alaminoslaguna.gov.ph,government
alamoheightstx.gov,government
alamos.gob.mx,government
alamosacounty.org,government
alamotexas.org,government
alamotownship.org,government
alamus.ddl.net,government
alan-village.fr,government
alangalangleyte.gov.ph,government
alange.es,government
alanis.es,government
alanya.bel.tr,government
alap.hu,government
alapaevsk.org,government
alapaevskoe.ru,government
alappuzhamunicipality.in,government
alappuzhamunicipality.lsgkerala.gov.in,government
alaquas.es,government
alaquas.org,government
alaracha.gal,government
alardelrey.dip-palencia.es,government
alascerc.ddl.net,government
alaska.providence.org,healthcare
alaskacfc.org,government
alaskarailroad.com,government
alaskarrt.org,government
alaskaseafood.org,government
alastaro.fi,government
alata.corsica,government
alatoz.es,government
alatskivi.ee,government
alattyan.hu,government
alavieska.fi,government
alavus.fi,government
alaykoybelediyesi.com,government
alazey.sakha.gov.ru,government
alb-fils-kliniken.de,healthcare
alba-la-romaine.fr,government
albacete.es,government
albaching.de,government
albadecerrato.es,government
albadeyeltes.com,government
albages.ddl.net,government
albaida.es,government
albaidadelaljarafe.es,government
albairouni.com,healthcare
albal.es,government
albaladejo.org,government
albalatdelaribera.es,government
albalatdelssorells.es,government
albalatdelstarongers.es,government
albalatedecinca.es,government
albalatedelarzobispo.com,government
albalatedezorita.es,government
albalatillo.es,government
alban-cundinamarca.gov.co,government
alban-narino.gov.co,government
alban.ccmav.fr,government
albanchez.es,government
albanchezdemagina.es,government
albanel.ca,government
albania-caqueta.gov.co,government
albania-laguajira.gov.co,government
albania-santander.gov.co,government
albany-millersburg.com,government
albany.va.gov,healthcare
albanya.cat,government
albanyca.org,government
albanyclintonco.com,government
albanycounty.com,government
albanycountyny.gov,government
albanyga.gov,government
albanymo.net,government
albanynh.org,government
albanyny.gov,government
albanyny.org,government
albanytexas.com,government
albanytownship.com,government
albaret-ste-marie.fr,government
albarracin.es,government
albas-corbieres.fr,government
albas.fr,government
albatana.es,government
albatarrec.cat,government
albatera.org,government
albatexas.org,government
albbruck.de,government
albe.fr,government
albeck.gv.at,government
albefeuille-lagarde.fr,government
albelda.es,government
albelda.org,government
albemarle.org,government
albenc.fr,government
albendea.es,government
albentosa.es,government
albergodeipoveri.com,healthcare
alberic.es,government
alberndorf-pulkautal.at,government
alberndorf.at,government
albero-alto.es,government
alberobajo.es,government
alberschwende.at,government
albersdorf.at,government
albersdorf.de,government
albershausen.de,government
albersweiler.de,government
albertabeach.com,government
albertacancer.ca,healthcare
albertacce.fr,government
albertahealthservices.ca,healthcare
albertcity.com,government
alberti.gov.ar,government
albertina.mg.gov.br,government
